codigo,nombre,codigo_madre,nivel,orden,imputable,elemento,clasificacion_corriente_no_corriente,rubro,cuenta,subcuenta,requiere_auxiliar,tipo_auxiliar,es_regularizadora,cuenta_regularizada_codigo,tipo_regularizadora,saldo_normal,significado_saldo_normal,permite_saldo_deudor,significado_saldo_deudor,permite_saldo_acreedor,significado_saldo_acreedor,alertar_saldo_invertido,tratamiento_saldo_invertido,requiere_reclasificacion_saldo_invertido,monetaria_no_monetaria,criterio_medicion,ajustable,participa_recpam,admite_moneda_extranjera,requiere_tipo_cambio,genera_diferencia_cambio,es_cuenta_modelo,permite_copiar_modelo,uso_operativo_sistema,modulo_sugerido,presentacion_estado_contable,orden_presentacion,cuando_debitar,cuando_acreditar,errores_frecuentes,observaciones,estado
1.00.00.00,ACTIVO,,4,10,0,ACTIVO,NO_APLICA,,ACTIVO,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,10,,,,,ACTIVA
1.10.00.00,ACTIVO CORRIENTE,1.00.00.00,4,11,0,ACTIVO,CORRIENTE,,ACTIVO CORRIENTE,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,11,,,,,ACTIVA
1.1.01.00,Caja y Bancos,1.10.00.00,4,12,0,ACTIVO,CORRIENTE,,Caja y Bancos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,12,,,,,ACTIVA
1.1.01.01,Caja,1.1.01.00,4,13,1,ACTIVO,CORRIENTE,Caja y Bancos,,Caja,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,CAJA_GENERAL,Caja,,13,,,,,ACTIVA
1.1.02.00,Banco Cta. Cte.,1.1.01.00,4,14,0,ACTIVO,CORRIENTE,Caja y Bancos,Banco Cta. Cte.,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BANCO_CUENTA_CORRIENTE,Banco/Caja,,14,,,,,ACTIVA
1.1.02.1,Banco Nación Cta. Cte.,1.1.02.00,4,15,1,ACTIVO,CORRIENTE,Banco Cta. Cte.,,Banco Nación Cta. Cte.,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CUENTA_CORRIENTE,Banco/Caja,,15,,,,,ACTIVA
1.1.02.2,Banco Río Cta. Cte.,1.1.02.00,4,16,1,ACTIVO,CORRIENTE,Banco Cta. Cte.,,Banco Río Cta. Cte.,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CUENTA_CORRIENTE,Banco/Caja,,16,,,,,ACTIVA
1.1.02.3,Banco Francés Cta. Cte.,1.1.02.00,4,17,1,ACTIVO,CORRIENTE,Banco Cta. Cte.,,Banco Francés Cta. Cte.,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CUENTA_CORRIENTE,Banco/Caja,,17,,,,,ACTIVA
1.1.02.4,Banco Macro Cta. Cte.,1.1.02.00,4,18,1,ACTIVO,CORRIENTE,Banco Cta. Cte.,,Banco Macro Cta. Cte.,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CUENTA_CORRIENTE,Banco/Caja,,18,,,,,ACTIVA
1.1.02.50,Billeteras virtuales y plataformas de cobro,1.1.01.00,4,19,0,ACTIVO,CORRIENTE,Caja y Bancos,Billeteras virtuales y plataformas de cobro,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BILLETERA_VIRTUAL,Banco/Caja,,19,,,,Cuenta agregada para compatibilidad operativa del sistema actual.,ACTIVA
1.1.02.50.1,Mercado Pago / Billeteras Virtuales,1.1.02.50,5,20,1,ACTIVO,CORRIENTE,Billeteras virtuales y plataformas de cobro,,Mercado Pago / Billeteras Virtuales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BILLETERA_VIRTUAL,Banco/Caja,,20,,,,Cuenta agregada para compatibilidad operativa del sistema actual.,ACTIVA
1.1.03.00,Fondo Fijo,1.1.01.00,4,21,1,ACTIVO,CORRIENTE,Caja y Bancos,,Fondo Fijo,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,FONDO_FIJO,Caja,,21,,,,,ACTIVA
1.1.04.00,Giros Bancarios,1.1.01.00,4,22,1,ACTIVO,CORRIENTE,Caja y Bancos,,Giros Bancarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CUENTA_CORRIENTE,Banco/Caja,,22,,,,,ACTIVA
1.1.05.00,Moneda Extranjera,1.1.01.00,4,23,0,ACTIVO,CORRIENTE,Caja y Bancos,Moneda Extranjera,,0,,0,,,DEUDOR,,,,,,,,,,,,,1,1,1,1,1,CAJA_GENERAL,Caja,,23,,,,,ACTIVA
1.1.05.1,Moneda Extranjera Dólares,1.1.05.00,4,24,1,ACTIVO,CORRIENTE,Moneda Extranjera,,Moneda Extranjera Dólares,0,,0,,,DEUDOR,,,,,,,,,,,,,1,1,1,0,0,CAJA_GENERAL,,,24,,,,,ACTIVA
1.1.05.2,Moneda Extranjera Euros,1.1.05.00,4,25,1,ACTIVO,CORRIENTE,Moneda Extranjera,,Moneda Extranjera Euros,0,,0,,,DEUDOR,,,,,,,,,,,,,1,1,1,0,0,CAJA_GENERAL,,,25,,,,,ACTIVA
1.1.06.00,Valores a Depositar,1.1.01.00,4,26,1,ACTIVO,CORRIENTE,Caja y Bancos,,Valores a Depositar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,VALORES_A_DEPOSITAR,Banco/Caja,,26,,,,,ACTIVA
1.1.07.00,Recaudaciones a Depositar,1.1.01.00,4,27,1,ACTIVO,CORRIENTE,Caja y Bancos,,Recaudaciones a Depositar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,RECAUDACIONES_A_DEPOSITAR,Banco/Caja,,27,,,,,ACTIVA
1.1.08.00,(-) Prev. p/ Diferencia de Cotiz. Mon. Extranjera,1.1.01.00,4,28,1,ACTIVO,CORRIENTE,Caja y Bancos,,(-) Prev. p/ Diferencia de Cotiz. Mon. Extranjera,0,,1,1.1.05.00,PREVISION,ACREEDOR,,,,,,,,,,,,,1,1,1,0,0,,,,28,,,,,ACTIVA
1.1.09.00,(-) Prev. p/ Desvalorización Mon. Extranjera,1.1.01.00,4,29,1,ACTIVO,CORRIENTE,Caja y Bancos,,(-) Prev. p/ Desvalorización Mon. Extranjera,0,,1,1.1.05.00,PREVISION,ACREEDOR,,,,,,,,,,,,,1,1,1,0,0,,,,29,,,,,ACTIVA
1.1.20.00,Inversiones Temporarias,1.10.00.00,4,30,0,ACTIVO,CORRIENTE,,Inversiones Temporarias,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,30,,,,,ACTIVA
1.1.20.01,Títulos y Acciones,1.1.20.00,4,31,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Títulos y Acciones,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,31,,,,,ACTIVA
1.1.20.02,Títulos Públicos,1.1.20.00,4,32,0,ACTIVO,CORRIENTE,Inversiones Temporarias,Títulos Públicos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,32,,,,,ACTIVA
1.1.20.02.1,Títulos Públicos con Cotización,1.1.20.02,5,33,1,ACTIVO,CORRIENTE,Títulos Públicos,,Títulos Públicos con Cotización,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,33,,,,,ACTIVA
1.1.20.02.2,Títulos sin cotización,1.1.20.02,5,34,1,ACTIVO,CORRIENTE,Títulos Públicos,,Títulos sin cotización,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,34,,,,,ACTIVA
1.1.20.03,Acciones con y sin Cotización,1.1.20.00,4,35,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Acciones con y sin Cotización,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,35,,,,,ACTIVA
1.1.20.04,Acciones a Recibir,1.1.20.00,4,36,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Acciones a Recibir,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,36,,,,,ACTIVA
1.1.20.05,Banco XX Plazo Fijo,1.1.20.00,4,37,0,ACTIVO,CORRIENTE,Inversiones Temporarias,Banco XX Plazo Fijo,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BANCO_PLAZO_FIJO,Banco/Caja,,37,,,,,ACTIVA
1.1.20.05.1,Banco Francés Plazo Fijo,1.1.20.05,5,38,1,ACTIVO,CORRIENTE,Banco XX Plazo Fijo,,Banco Francés Plazo Fijo,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_PLAZO_FIJO,Banco/Caja,,38,,,,,ACTIVA
1.1.20.06,Banco XX Caja de Ahorro,1.1.20.00,4,39,0,ACTIVO,CORRIENTE,Inversiones Temporarias,Banco XX Caja de Ahorro,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,BANCO_CAJA_AHORRO,Banco/Caja,,39,,,,,ACTIVA
1.1.20.06.1,Banco Galicia Caja de Ahorro,1.1.20.06,5,40,1,ACTIVO,CORRIENTE,Banco XX Caja de Ahorro,,Banco Galicia Caja de Ahorro,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CAJA_AHORRO,Banco/Caja,,40,,,,,ACTIVA
1.1.20.07,Banco XX Depósito Caja de Ahorro,1.1.20.06,4,41,1,ACTIVO,CORRIENTE,Banco XX Caja de Ahorro,,Banco XX Depósito Caja de Ahorro,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,BANCO_CAJA_AHORRO,Banco/Caja,,41,,,,,ACTIVA
1.1.20.08,Banco XX Fondo Común de Inversión,1.1.20.00,4,42,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Banco XX Fondo Común de Inversión,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,1,1,FONDO_COMUN_INVERSION,Banco/Caja,,42,,,,,ACTIVA
1.1.20.09,Valores Mobiliarios,1.1.20.00,4,43,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Valores Mobiliarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,43,,,,,ACTIVA
1.1.20.10,Inmuebles p/ Alquiler,1.1.20.00,4,44,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,Inmuebles p/ Alquiler,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,44,,,,,ACTIVA
1.1.20.11,(-) Prev. p/ Desvalorización de Títulos y Acciones,1.1.20.00,4,45,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,(-) Prev. p/ Desvalorización de Títulos y Acciones,0,,1,1.1.20.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,45,,,,,ACTIVA
1.1.20.12,(-) Prev. p/ Diferencia de Cot. Acciones,1.1.20.00,4,46,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,(-) Prev. p/ Diferencia de Cot. Acciones,0,,1,1.1.20.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,46,,,,,ACTIVA
1.1.20.13,(-) Prev. p/ Fluctuaciones de Valores,1.1.20.00,4,47,1,ACTIVO,CORRIENTE,Inversiones Temporarias,,(-) Prev. p/ Fluctuaciones de Valores,0,,1,1.1.20.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,47,,,,,ACTIVA
1.1.30.00,Créditos por Ventas,1.10.00.00,4,48,0,ACTIVO,CORRIENTE,,Créditos por Ventas,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,48,,,,,ACTIVA
1.1.30.01,Deudores por Ventas,1.1.30.00,4,49,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores por Ventas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,CLIENTES_CC,Ventas,,49,,,,,ACTIVA
1.1.30.02,Deudores Morosos,1.1.30.00,4,50,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores Morosos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,CLIENTES_CC,Ventas,,50,,,,,ACTIVA
1.1.30.03,Deudores en Gestión Judicial,1.1.30.00,4,51,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores en Gestión Judicial,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,CLIENTES_CC,Ventas,,51,,,,,ACTIVA
1.1.30.04,Deudores Prendarios,1.1.30.00,4,52,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores Prendarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,52,,,,,ACTIVA
1.1.30.05,Deudores Hipotecarios,1.1.30.00,4,53,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores Hipotecarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,53,,,,,ACTIVA
1.1.30.06,Deudores en Moneda Extranjera,1.1.30.00,4,54,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Deudores en Moneda Extranjera,0,,0,,,DEUDOR,,,,,,,,,,,,,1,1,1,0,0,CLIENTES_CC,,,54,,,,,ACTIVA
1.1.30.07,Documentos a Cobrar,1.1.30.00,4,55,0,ACTIVO,CORRIENTE,Créditos por Ventas,Documentos a Cobrar,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,55,,,,,ACTIVA
1.1.30.07.1,Documentos a Cobrar en Mora,1.1.30.07,5,56,1,ACTIVO,CORRIENTE,Documentos a Cobrar,,Documentos a Cobrar en Mora,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,56,,,,,ACTIVA
1.1.30.07.2,Documentos a Cobrar Vencidos,1.1.30.07,5,57,1,ACTIVO,CORRIENTE,Documentos a Cobrar,,Documentos a Cobrar Vencidos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,57,,,,,ACTIVA
1.1.30.07.3,Documentos a Cobrar en Gestión Judicial,1.1.30.07,5,58,1,ACTIVO,CORRIENTE,Documentos a Cobrar,,Documentos a Cobrar en Gestión Judicial,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,58,,,,,ACTIVA
1.1.30.08,Cheques de Pago Diferido a Cobrar,1.1.30.00,4,59,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Cheques de Pago Diferido a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,59,,,,,ACTIVA
1.1.30.09,Cupones de Tarjeta de Crédito a Cobrar,1.1.30.00,4,60,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Cupones de Tarjeta de Crédito a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,60,,,,,ACTIVA
1.1.30.10,Órdenes de Compra a Cobrar,1.1.30.00,4,61,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Órdenes de Compra a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,61,,,,,ACTIVA
1.1.30.11,Valores Diferidos a Depositar,1.1.30.00,4,62,1,ACTIVO,CORRIENTE,Créditos por Ventas,,Valores Diferidos a Depositar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,62,,,,,ACTIVA
1.1.30.12,(-) Prev. p/ Deudores Incobrables,1.1.30.00,4,63,1,ACTIVO,CORRIENTE,Créditos por Ventas,,(-) Prev. p/ Deudores Incobrables,0,,1,1.1.30.01,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,63,,,,,ACTIVA
1.1.30.13,(-) Prev. p/ Descuentos,1.1.30.00,4,64,1,ACTIVO,CORRIENTE,Créditos por Ventas,,(-) Prev. p/ Descuentos,0,,1,1.1.30.00,PREVISION,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,64,,,,,ACTIVA
1.1.30.14,(-) Intereses Positivos a Devengar,1.1.30.00,4,65,1,ACTIVO,CORRIENTE,Créditos por Ventas,,(-) Intereses Positivos a Devengar,0,,1,1.1.30.00,INTERESES_A_DEVENGAR,ACREEDOR,,,,,,,,,,,,,,,,0,0,,,,65,,,,,ACTIVA
1.1.40.00,Otros Créditos,1.10.00.00,4,66,0,ACTIVO,CORRIENTE,,Otros Créditos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,66,,,,,ACTIVA
1.1.40.01,Anticipos de Sueldos y Jornales,1.1.40.00,4,67,1,ACTIVO,CORRIENTE,Otros Créditos,,Anticipos de Sueldos y Jornales,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,67,,,,,ACTIVA
1.1.40.02,Anticipos al Personal,1.1.40.00,4,68,1,ACTIVO,CORRIENTE,Otros Créditos,,Anticipos al Personal,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,68,,,,,ACTIVA
1.1.40.03,Préstamos al Personal,1.1.40.00,4,69,1,ACTIVO,CORRIENTE,Otros Créditos,,Préstamos al Personal,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,69,,,,,ACTIVA
1.1.40.04,Anticipo de Honorarios a Directores y Síndicos,1.1.40.00,4,70,1,ACTIVO,CORRIENTE,Otros Créditos,,Anticipo de Honorarios a Directores y Síndicos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,70,,,,,ACTIVA
1.1.40.05,Anticipo de Impuestos,1.1.40.00,4,71,0,ACTIVO,CORRIENTE,Otros Créditos,Anticipo de Impuestos,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,71,,,,,ACTIVA
1.1.40.05.1,Anticipo de Impuesto a los Ingresos Brutos,1.1.40.05,5,72,1,ACTIVO,CORRIENTE,Anticipo de Impuestos,,Anticipo de Impuesto a los Ingresos Brutos,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,72,,,,,ACTIVA
1.1.40.05.2,Anticipo de Impuesto a las Ganancias,1.1.40.05,5,73,1,ACTIVO,CORRIENTE,Anticipo de Impuestos,,Anticipo de Impuesto a las Ganancias,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,73,,,,,ACTIVA
1.1.40.06,Deudores Varios,1.1.40.00,4,74,1,ACTIVO,CORRIENTE,Otros Créditos,,Deudores Varios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,74,,,,,ACTIVA
1.1.40.07,Deudores Prendarios,1.1.40.00,4,75,1,ACTIVO,CORRIENTE,Otros Créditos,,Deudores Prendarios,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,75,,,,,ACTIVA
1.1.40.08,Accionistas,1.1.40.00,4,76,1,ACTIVO,CORRIENTE,Otros Créditos,,Accionistas,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,76,,,,,ACTIVA
1.1.40.09,IVA Crédito Fiscal,1.1.40.00,4,77,1,ACTIVO,CORRIENTE,Otros Créditos,,IVA Crédito Fiscal,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,IVA_CREDITO_FISCAL,IVA,,77,,,,,ACTIVA
1.1.40.10,IVA Saldo a Favor,1.1.40.00,4,78,0,ACTIVO,CORRIENTE,Otros Créditos,IVA Saldo a Favor,,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,IVA_SALDO_A_FAVOR,IVA,,78,,,,,ACTIVA
1.1.40.10.1,DGI IVA Saldo a Favor,1.1.40.10,5,79,1,ACTIVO,CORRIENTE,IVA Saldo a Favor,,DGI IVA Saldo a Favor,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,IVA_SALDO_A_FAVOR,IVA,,79,,,,,ACTIVA
1.1.40.11,Gastos Pagados por Adelantado,1.1.40.00,4,80,1,ACTIVO,CORRIENTE,Otros Créditos,,Gastos Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,80,,,,,ACTIVA
1.1.40.12,Comisiones Pagadas por Adelantado,1.1.40.00,4,81,1,ACTIVO,CORRIENTE,Otros Créditos,,Comisiones Pagadas por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,81,,,,,ACTIVA
1.1.40.13,Alquileres Pagados por Adelantado,1.1.40.00,4,82,1,ACTIVO,CORRIENTE,Otros Créditos,,Alquileres Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,82,,,,,ACTIVA
1.1.40.14,Intereses Pagados por Adelantado,1.1.40.00,4,83,1,ACTIVO,CORRIENTE,Otros Créditos,,Intereses Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,83,,,,,ACTIVA
1.1.40.15,Seguros Pagados por Adelantado,1.1.40.00,4,84,1,ACTIVO,CORRIENTE,Otros Créditos,,Seguros Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,84,,,,,ACTIVA
1.1.40.16,Inmuebles por Alquiler Pagados por Adelantado,1.1.40.00,4,85,1,ACTIVO,CORRIENTE,Otros Créditos,,Inmuebles por Alquiler Pagados por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,85,,,,,ACTIVA
1.1.40.17,LIMS Pagado por Adelantado,1.1.40.00,4,86,1,ACTIVO,CORRIENTE,Otros Créditos,,LIMS Pagado por Adelantado,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,86,,,,Lectura proveniente del PDF escaneado,
1.1.40.18,Ganancias a Cobrar,1.1.40.00,4,87,1,ACTIVO,CORRIENTE,Otros Créditos,,Ganancias a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,87,,,,,ACTIVA
1.1.40.19,Alquileres a Cobrar,1.1.40.00,4,88,1,ACTIVO,CORRIENTE,Otros Créditos,,Alquileres a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,88,,,,,ACTIVA
1.1.40.20,Hipotecas a Cobrar,1.1.40.00,4,89,1,ACTIVO,CORRIENTE,Otros Créditos,,Hipotecas a Cobrar,0,,0,,,DEUDOR,,,,,,,,,,,,,,,,0,0,,,,89,,,,,ACTIVA
